749068800.0000,769068672.0000,459806560.0000,0.0000,50466092.0000
748991680.0000,769311296.0000,464279104.0000,0.0000,50527112.0000
748910656.0000,769538304.0000,468718592.0000,0.0000,50524884.0000
748825792.0000,769749952.0000,473065888.0000,0.0000,50459640.0000
748737024.0000,769946560.0000,477330368.0000,0.0000,50379192.0000
748644544.0000,770128384.0000,481519936.0000,0.0000,50306648.0000
748548416.0000,770298624.0000,485756128.0000,0.0000,50365336.0000
748448576.0000,770471232.0000,489798976.0000,0.0000,50417512.0000
748345216.0000,770630592.0000,493926304.0000,0.0000,50422028.0000
748238400.0000,770770368.0000,497922848.0000,0.0000,50351536.0000
748128128.0000,770889792.0000,501769056.0000,0.0000,50264676.0000
748014464.0000,770991808.0000,505511744.0000,0.0000,50212540.0000
747897472.0000,771079104.0000,509011680.0000,0.0000,50154184.0000
747777216.0000,771153024.0000,512495296.0000,0.0000,50104244.0000
747487232.0000,763847296.0000,504729792.0000,0.0000,26499486.0000
747360640.0000,764598144.0000,506212640.0000,0.0000,27130098.0000
747230976.0000,766628032.0000,510374336.0000,625690.5625,29145722.0000
747098304.0000,768803008.0000,516173504.0000,1313247.1250,30970578.0000
746962624.0000,770434560.0000,522629504.0000,1535781.8750,32118168.0000
746823936.0000,771069760.0000,528165440.0000,995914.3125,32413318.0000
746682432.0000,771167488.0000,532233120.0000,335816.6250,32495000.0000
746538048.0000,771047616.0000,535237408.0000,0.0000,32692014.0000
746390912.0000,770844864.0000,537377472.0000,0.0000,32612410.0000
746240960.0000,770636352.0000,539388352.0000,0.0000,32661728.0000
746088384.0000,770421632.0000,541709760.0000,0.0000,32749860.0000
745933120.0000,770163584.0000,543733824.0000,0.0000,32753882.0000
745775232.0000,769922048.0000,545335808.0000,0.0000,32586156.0000
745614784.0000,769656640.0000,546464256.0000,0.0000,32281678.0000
745451840.0000,769317632.0000,547189696.0000,0.0000,31897200.0000
745286400.0000,769007488.0000,547707520.0000,0.0000,31390066.0000
745118528.0000,768690624.0000,548090496.0000,0.0000,30774608.0000
744948288.0000,768377600.0000,548376576.0000,0.0000,30157998.0000
744775744.0000,767935360.0000,548130176.0000,0.0000,29557874.0000
744600832.0000,767607040.0000,547900992.0000,0.0000,28869840.0000
744423616.0000,767236160.0000,547739840.0000,0.0000,28191260.0000
744244224.0000,766891520.0000,547557888.0000,0.0000,27676696.0000
744062592.0000,766456320.0000,547553344.0000,0.0000,27333872.0000
743878848.0000,766088128.0000,547353024.0000,0.0000,26994546.0000
743692992.0000,765699840.0000,546773440.0000,0.0000,26556944.0000
743505024.0000,765331712.0000,546411008.0000,0.0000,26056210.0000
743315072.0000,764964928.0000,546195328.0000,0.0000,25218970.0000
743123136.0000,764566208.0000,546281792.0000,0.0000,24466202.0000
742929152.0000,764179264.0000,546456256.0000,0.0000,23796182.0000
742733312.0000,763801920.0000,546396160.0000,0.0000,22885184.0000
742535552.0000,763447872.0000,546592960.0000,0.0000,22200346.0000
742335936.0000,763022400.0000,546131968.0000,0.0000,21024020.0000
742134336.0000,762639808.0000,545720256.0000,0.0000,20032284.0000
741930944.0000,762253888.0000,545671360.0000,0.0000,19501516.0000
741725568.0000,761823040.0000,544910592.0000,0.0000,18657952.0000
741518272.0000,761326080.0000,543829696.0000,0.0000,17564204.0000
741309312.0000,760849088.0000,542898624.0000,0.0000,16723377.0000
741098560.0000,760354496.0000,542027136.0000,0.0000,15270975.0000
740886464.0000,759877824.0000,541442880.0000,0.0000,14556336.0000
740673024.0000,759456576.0000,541432704.0000,0.0000,14438524.0000
740478912.0000,759649024.0000,543629248.0000,325710.6875,14790379.0000
740279360.0000,760458304.0000,549890176.0000,1046133.4375,15355674.0000
740068736.0000,761086912.0000,557486912.0000,1884808.2500,15920360.0000
739851712.0000,761286848.0000,565086080.0000,2620118.7500,16472672.0000
739631616.0000,761144896.0000,570313024.0000,2706528.7500,16792532.0000
739409728.0000,760863232.0000,573052672.0000,2246704.0000,17032506.0000
739216768.0000,761644672.0000,575268032.0000,1556200.7500,17182764.0000
740916480.0000,764549952.0000,579959040.0000,881832.6250,17154510.0000
743166336.0000,768033728.0000,587625344.0000,263380.7188,16910868.0000
744492480.0000,770620288.0000,596914880.0000,0.0000,16428245.0000
745012160.0000,772166656.0000,604573568.0000,0.0000,16079325.0000
745114432.0000,772927808.0000,610402880.0000,0.0000,14767762.0000
745053440.0000,773207808.0000,615024768.0000,0.0000,13681934.0000
744939136.0000,773229312.0000,618816256.0000,0.0000,12868272.0000
744808640.0000,773124736.0000,622013568.0000,0.0000,10831084.0000
744672064.0000,772962496.0000,624506112.0000,0.0000,8600041.0000
744532032.0000,772772864.0000,626576832.0000,0.0000,5963920.5000
744389056.0000,772567808.0000,628411712.0000,0.0000,4074949.7500
744243200.0000,772351936.0000,628803456.0000,0.0000,3442715.0000
744099072.0000,772127360.0000,629106048.0000,0.0000,1244487.7500
746449344.0000,773460672.0000,628916032.0000,0.0000,0.0000
750865216.0000,777352768.0000,632715968.0000,0.0000,0.0000
753743168.0000,781522176.0000,638683968.0000,0.0000,0.0000
754963904.0000,786431488.0000,645973760.0000,0.0000,0.0000
756919168.0000,795070464.0000,653378944.0000,0.0000,0.0000
762936512.0000,814095744.0000,659881536.0000,0.0000,0.0000
772486848.0000,846052096.0000,671250240.0000,253134.7031,14412.0947
779662400.0000,876720448.0000,688481728.0000,960300.7500,387216.1250
783166464.0000,896464960.0000,712361536.0000,1651631.0000,697831.5625
784610368.0000,906878784.0000,741800256.0000,2483677.5000,1137677.5000
785294592.0000,912143872.0000,772066240.0000,3351377.0000,1602477.5000
785756160.0000,915121472.0000,798343360.0000,3685563.7500,1882755.8750
786259904.0000,917195840.0000,819091776.0000,3491513.0000,1971906.1250
786712832.0000,918952256.0000,838279872.0000,4076034.0000,2380995.5000
787106496.0000,920543040.0000,854851584.0000,4730998.5000,2654120.7500
787468672.0000,922059648.0000,867920576.0000,5056653.0000,2957112.2500
787814144.0000,923525952.0000,878149248.0000,4944987.0000,2894425.2500
788147264.0000,924949056.0000,886542848.0000,4785886.5000,3258375.0000
788469120.0000,926331776.0000,893860736.0000,4613599.5000,3619545.2500
788780032.0000,927675968.0000,899358144.0000,4253373.5000,3896191.5000
